dispositivo_id,usuario_id,tipo_dispositivo,sistema_operativo,version_app,fecha_registro_dispositivo
D02470,U01489,Smart TV,Tizen,7.2,2025-05-27
D02471,U01490,Consola,PlayStation,7.2,2025-03-12
D02472,U01491,Tablet,Android,7.2,2024-10-26
D02473,U01491,Computador,Linux,7.0,2025-01-08
D02474,U01491,Móvil,Android,7.2,2025-04-08
D02475,U01492,Móvil,iOS,7.2,2024-06-17
D02476,U01492,Tablet,Android,6.9,2025-07-12
D02477,U01493,Smart TV,Tizen,7.2,2025-10-30
D02478,U01494,Móvil,Android,7.0,2024-12-15
D02479,U01494,Smart TV,Tizen,6.9,2023-12-22
D02480,U01494,Consola,PlayStation,7.1,2023-10-22
D02481,U01495,Móvil,Android,7.2,2025-03-25
D02482,U01495,Computador,macOS,6.8,2025-05-16
D02483,U01496,Móvil,iOS,7.2,2025-07-29
D02484,U01497,Consola,Xbox,7.2,2025-09-25
D02485,U01497,Móvil,Android,7.2,2025-09-12
D02486,U01497,Computador,macOS,7.0,2025-10-22
D02487,U01498,Móvil,Android,7.1,2025-11-28
D02488,U01498,Computador,Windows,7.2,2025-11-26
D02489,U01499,Smart TV,webOS,7.2,2025-07-27
D02490,U01499,Computador,macOS,7.1,2025-11-20
D02491,U01500,Smart TV,webOS,7.1,2025-06-03
D02492,U01500,Móvil,iOS,6.9,2025-10-26
