reproduccion_id,usuario_id,contenido_id,dispositivo_id,fecha_hora_inicio,tipo_dispositivo,calidad_video,minutos_reproducidos,porcentaje_completado,abandono_temprano,buffering_segundos
R006266,U01135,C0403,D01889,2025-04-19 09:13:01,Smart TV,Full HD,87.4,62.4,No,8.4
R006267,U00669,C0248,D01104,2025-08-26 16:06:27,Computador,Full HD,27.3,85.2,No,5.5
R006268,U00849,C0327,D01391,2025-10-09 23:18:16,Smart TV,Full HD,86.1,92.6,No,8.2
R006269,U01223,C0010,D02038,2025-09-12 20:38:15,Smart TV,SD,136.0,88.3,No,4.0
R006270,U00894,C0118,D01470,2025-11-09 13:36:40,Móvil,Full HD,13.8,32.9,No,14.1
R006271,U00552,C0001,D00919,2025-12-27 20:42:36,Computador,HD,49.0,100,No,0
R006272,U00488,C0327,D00809,2025-07-13 20:08:16,Tablet,HD,58.3,62.7,No,14.3
R006273,U00087,C0268,D00142,2025-12-31 19:36:23,Tablet,HD,30.2,86.3,No,16.2
R006274,U00519,C0324,D00858,2025-12-06 23:14:57,Smart TV,HD,104.0,100,No,5.9
R006275,U00242,C0162,D00402,2025-05-15 23:54:28,Smart TV,SD,38.5,74.0,No,8.6
R006276,U00991,C0166,D01645,2025-07-29 14:54:35,Móvil,HD,44.9,54.8,No,14.7
R006277,U01168,C0121,D01942,2025-01-24 09:11:45,Móvil,Full HD,41.1,79.0,No,4.4
R006278,U00993,C0103,D01648,2025-02-14 16:36:41,Smart TV,Full HD,53.4,56.8,No,12.3
R006279,U00165,C0199,D00276,2025-02-27 19:40:27,Computador,Full HD,73.0,89.0,No,0
R006280,U00551,C0403,D00917,2025-03-30 06:58:33,Smart TV,HD,90.7,64.8,No,4.5
R006281,U01100,C0194,D01827,2025-07-28 23:44:24,Smart TV,HD,49.0,100,No,3.7
R006282,U00477,C0109,D00790,2025-12-03 20:18:29,Tablet,Full HD,27.2,79.9,No,18.3
R006283,U00468,C0195,D00772,2025-08-30 17:32:44,Móvil,Full HD,44.4,92.4,No,13.4
R006284,U00566,C0333,D00942,2025-08-10 15:31:07,Smart TV,Full HD,83.1,74.9,No,8.7
R006285,U01021,C0061,D01697,2025-07-16 18:13:17,Móvil,HD,39.0,75.0,No,13.8
R006286,U00174,C0025,D00292,2025-05-12 09:37:06,Computador,4K,25.7,46.8,No,5.9
R006287,U00311,C0306,D00528,2025-02-28 19:23:28,Móvil,4K,53.7,41.3,No,3.4
R006288,U00916,C0294,D01510,2025-11-08 19:23:23,Computador,Full HD,49.1,86.1,No,0
R006289,U01323,C0073,D02197,2025-12-02 16:56:03,Tablet,Full HD,110.8,75.4,No,10.1
R006290,U00780,C0041,D01284,2025-07-15 19:35:56,Móvil,Full HD,98.9,74.9,No,9.0
R006291,U00853,C0376,D01398,2025-03-08 15:45:20,Computador,Full HD,20.8,61.3,No,0
R006292,U00119,C0105,D00194,2025-10-20 18:09:21,Smart TV,Full HD,37.0,100,No,1.3
R006293,U01175,C0257,D01956,2025-04-03 19:54:30,Computador,HD,82.0,100,No,1.1
R006294,U00769,C0188,D01262,2025-07-25 18:50:14,Móvil,HD,13.9,42.0,No,7.3
R006295,U00583,C0418,D00965,2025-04-01 21:34:45,Computador,Full HD,39.1,86.8,No,1.9
R006296,U00199,C0283,D00330,2025-04-14 11:41:38,Smart TV,4K,66.3,74.5,No,8.2
R006297,U00955,C0290,D01578,2025-03-17 18:20:41,Móvil,HD,20.2,63.1,No,14.1
R006298,U00428,C0075,D00709,2025-01-06 17:36:00,Móvil,HD,75.8,82.4,No,17.2
R006299,U00860,C0278,D01408,2025-12-15 10:48:10,Móvil,HD,35.3,78.5,No,7.5
R006300,U00624,C0265,D01035,2025-04-04 15:39:28,Smart TV,Full HD,20.8,37.1,No,3.9
R006301,U00743,C0056,D01217,2025-06-18 19:16:05,Móvil,Full HD,38.4,69.9,No,10.5
R006302,U00179,C0115,D00298,2025-10-20 07:07:24,Tablet,Full HD,74.0,69.2,No,5.2
R006303,U01332,C0307,D02214,2025-06-29 11:02:22,Computador,HD,64.2,49.4,No,6.7
R006304,U00064,C0248,D00103,2025-07-20 20:23:41,Computador,Full HD,31.7,99.1,No,3.3
R006305,U00556,C0199,D00926,2025-11-14 22:08:06,Tablet,HD,58.1,70.8,No,14.0
R006306,U00078,C0329,D00127,2025-07-09 06:00:36,Smart TV,HD,26.7,92.2,No,3.7
R006307,U00149,C0354,D00250,2025-03-12 22:09:02,Tablet,SD,115.9,98.2,No,10.6
R006308,U01002,C0369,D01667,2025-05-16 18:41:08,Smart TV,4K,55.0,100,No,0.5
R006309,U01315,C0106,D02186,2025-07-19 14:48:01,Smart TV,Full HD,78.0,100,No,6.1
R006310,U01187,C0241,D01976,2025-02-19 18:27:01,Smart TV,Full HD,24.1,53.6,No,2.7
R006311,U00184,C0029,D00305,2025-04-06 20:48:57,Computador,4K,53.6,45.4,No,9.0
R006312,U01200,C0176,D01998,2025-10-03 21:58:12,Smart TV,4K,48.4,50.4,No,1.1
R006313,U01295,C0081,D02153,2025-09-10 22:21:29,Tablet,Full HD,81.8,68.2,No,16.5
R006314,U00531,C0095,D00883,2025-06-21 12:11:18,Smart TV,Full HD,38.5,96.3,No,7.9
R006315,U00802,C0387,D01317,2025-08-18 11:40:08,Móvil,Full HD,86.6,69.8,No,12.6
R006316,U00551,C0414,D00918,2025-07-29 06:08:16,Móvil,4K,17.8,44.4,No,3.9
R006317,U00953,C0357,D01576,2025-01-20 01:58:30,Computador,HD,50.6,84.4,No,10.7
R006318,U00228,C0138,D00375,2025-01-07 11:15:27,Smart TV,Full HD,27.4,88.3,No,4.3
R006319,U01088,C0247,D01807,2025-10-23 13:24:22,Smart TV,SD,80.3,89.2,No,6.2
R006320,U01023,C0203,D01699,2025-11-07 06:13:02,Móvil,Full HD,80.6,95.9,No,7.6
R006321,U00527,C0033,D00875,2025-06-22 15:43:03,Móvil,HD,79.8,86.7,No,7.7
R006322,U00055,C0071,D00090,2025-11-14 18:10:34,Móvil,HD,78.7,67.3,No,12.8
R006323,U01154,C0305,D01919,2025-11-05 20:56:37,Smart TV,Full HD,87.0,75.0,No,8.2
R006324,U01124,C0420,D01871,2025-02-03 21:27:40,Móvil,HD,27.2,46.9,No,37.0
R006325,U01004,C0380,D01669,2025-03-31 18:25:09,Móvil,SD,63.4,68.9,No,21.3
R006326,U00697,C0231,D01143,2025-12-26 11:43:52,Smart TV,Full HD,25.2,87.0,No,0.4
R006327,U00046,C0162,D00074,2025-07-09 11:01:30,Computador,4K,40.7,78.2,No,8.4
R006328,U00312,C0408,D00531,2025-11-04 00:22:11,Smart TV,Full HD,85.3,66.1,No,0
R006329,U00695,C0300,D01140,2025-09-12 12:15:36,Computador,Full HD,36.9,65.9,No,12.7
R006330,U00311,C0405,D00529,2025-01-30 17:40:31,Computador,HD,23.0,69.8,No,2.6
R006331,U00661,C0355,D01092,2025-06-07 21:40:09,Móvil,SD,98.8,72.1,No,20.8
R006332,U01206,C0333,D02006,2025-12-16 15:16:57,Móvil,Full HD,60.8,54.8,No,9.5
R006333,U00885,C0234,D01456,2025-03-15 21:33:02,Smart TV,Full HD,42.9,78.0,No,11.1
R006334,U00024,C0070,D00039,2025-07-09 23:41:50,Smart TV,4K,138.8,95.1,No,10.6
R006335,U00370,C0277,D00618,2025-05-22 07:31:21,Tablet,HD,70.0,46.7,No,12.9
R006336,U01268,C0321,D02108,2025-07-05 05:56:37,Smart TV,4K,42.8,97.2,No,1.1
R006337,U01427,C0096,D02372,2025-04-21 21:27:59,Smart TV,Full HD,123.9,82.6,No,7.2
R006338,U00107,C0138,D00176,2025-10-22 16:13:33,Móvil,Full HD,20.1,64.7,No,14.6
R006339,U00923,C0410,D01522,2025-09-27 15:26:43,Tablet,4K,67.2,68.6,No,21.1
R006340,U00156,C0311,D00264,2025-07-02 19:00:21,Móvil,HD,46.1,41.9,No,15.9
R006341,U00419,C0004,D00696,2025-09-04 17:30:55,Tablet,Full HD,51.3,52.3,No,22.8
R006342,U00720,C0061,D01176,2025-11-01 17:06:41,Smart TV,HD,52.0,100,No,4.0
R006343,U01390,C0180,D02313,2025-07-27 15:44:41,Móvil,Full HD,31.7,36.9,No,20.3
R006344,U01296,C0040,D02155,2025-12-25 19:09:07,Smart TV,SD,84.0,100,No,0.8
R006345,U00868,C0295,D01423,2025-10-31 13:26:37,Tablet,HD,15.4,46.8,No,8.4
R006346,U00255,C0364,D00426,2025-02-23 21:30:28,Móvil,4K,28.1,55.1,No,11.6
R006347,U01466,C0043,D02434,2025-09-18 14:15:39,Móvil,Full HD,59.2,50.6,No,5.2
R006348,U01008,C0387,D01674,2025-06-17 05:50:11,Computador,Full HD,65.5,52.8,No,5.0
R006349,U00373,C0267,D00624,2025-12-27 07:01:22,Móvil,HD,28.2,49.4,No,5.7
R006350,U01050,C0093,D01747,2025-07-22 12:33:29,Tablet,Full HD,68.7,67.4,No,14.6
R006351,U00087,C0068,D00141,2025-01-20 17:10:24,Computador,Full HD,48.8,48.3,No,6.0
R006352,U00274,C0260,D00459,2025-11-19 22:44:05,Móvil,Full HD,45.0,100,No,6.4
R006353,U01379,C0415,D02295,2025-06-16 13:49:28,Móvil,SD,121.3,90.5,No,5.0
R006354,U00763,C0364,D01249,2025-06-10 16:59:46,Tablet,Full HD,17.5,34.4,No,4.0
R006355,U00013,C0085,D00017,2025-03-26 19:23:05,Tablet,SD,59.7,46.3,No,7.9
R006356,U01031,C0098,D01713,2025-04-08 03:34:27,Móvil,Full HD,13.1,43.5,No,8.1
R006357,U00513,C0124,D00850,2025-09-02 08:27:40,Smart TV,4K,31.0,83.8,No,9.2
R006358,U00364,C0135,D00608,2025-03-16 10:24:48,Computador,Full HD,77.1,74.1,No,6.8
R006359,U00554,C0398,D00923,2025-04-26 16:00:56,Móvil,HD,99.4,80.2,No,17.7
R006360,U00187,C0222,D00308,2025-11-11 15:20:19,Móvil,Full HD,49.0,100,No,5.9
R006361,U00485,C0048,D00801,2025-07-18 16:30:50,Móvil,Full HD,12.8,30.5,No,24.7
R006362,U00117,C0041,D00192,2025-12-07 17:40:53,Smart TV,HD,95.3,72.2,No,0.7
R006363,U01177,C0347,D01959,2025-11-30 09:04:36,Móvil,HD,23.1,51.4,No,12.5
R006364,U01461,C0253,D02426,2025-04-04 23:26:32,Smart TV,Full HD,43.0,100,No,3.7
R006365,U00227,C0279,D00374,2025-02-08 23:15:51,Computador,Full HD,70.2,81.6,No,0.1
R006366,U01349,C0160,D02244,2025-02-13 17:24:37,Computador,Full HD,29.7,78.1,No,12.6
R006367,U00915,C0260,D01507,2025-04-07 08:03:02,Móvil,HD,27.9,62.1,No,14.3
R006368,U01480,C0212,D02455,2025-04-19 11:15:44,Móvil,Full HD,41.4,79.6,No,7.4
R006369,U01356,C0319,D02257,2025-07-02 07:06:33,Computador,HD,56.5,42.8,No,7.7
R006370,U00942,C0197,D01555,2025-12-19 12:05:32,Smart TV,HD,25.4,70.5,No,3.5
R006371,U01130,C0004,D01879,2025-01-04 17:40:17,Smart TV,SD,98.0,100,No,6.2
R006372,U00821,C0108,D01347,2025-03-16 18:30:34,Smart TV,HD,59.4,49.5,No,6.3
R006373,U01348,C0150,D02242,2025-05-20 11:42:59,Móvil,4K,27.6,81.3,No,7.6
R006374,U00126,C0368,D00208,2025-04-07 20:01:40,Tablet,HD,46.4,89.2,No,5.6
R006375,U00501,C0009,D00832,2025-12-22 19:15:30,Smart TV,Full HD,38.0,58.4,No,7.6
R006376,U00210,C0068,D00349,2025-03-02 20:22:49,Smart TV,SD,101.0,100,No,3.8
R006377,U00204,C0150,D00337,2025-11-02 14:11:37,Móvil,HD,22.4,66.0,No,11.8
R006378,U00343,C0245,D00579,2025-09-17 09:36:04,Computador,HD,103.2,66.6,No,0
R006379,U00073,C0006,D00119,2025-07-20 20:06:37,Smart TV,HD,111.9,77.2,No,2.0
R006380,U01239,C0388,D02066,2025-09-15 18:48:06,Móvil,Full HD,66.7,62.3,No,2.1
R006381,U00675,C0302,D01113,2025-08-22 20:27:18,Smart TV,Full HD,89.8,78.8,No,7.4
R006382,U00723,C0224,D01180,2025-07-06 16:02:31,Tablet,HD,85.3,96.9,No,4.6
R006383,U00695,C0300,D01140,2025-11-08 19:39:45,Computador,Full HD,37.2,66.4,No,3.4
R006384,U00882,C0336,D01450,2025-06-04 21:20:51,Móvil,HD,101.3,68.0,No,9.5
R006385,U00884,C0109,D01453,2025-10-20 06:57:58,Computador,HD,16.8,49.4,No,1.8
R006386,U01169,C0033,D01945,2025-10-15 17:07:19,Smart TV,HD,53.0,57.6,No,2.9
R006387,U01409,C0278,D02341,2025-07-17 17:36:19,Smart TV,HD,45.0,100,No,2.5
R006388,U00775,C0077,D01273,2025-11-02 21:58:49,Consola,4K,61.1,71.0,No,5.9
R006389,U00341,C0071,D00576,2025-01-15 13:41:16,Smart TV,Full HD,117.0,100,No,0.3
R006390,U00275,C0177,D00460,2025-02-06 23:14:47,Tablet,HD,31.2,97.5,No,4.1
R006391,U01329,C0311,D02208,2025-09-18 19:36:09,Smart TV,HD,89.9,81.7,No,1.6
R006392,U01166,C0358,D01940,2025-08-24 22:17:22,Smart TV,Full HD,108.9,73.6,No,6.7
R006393,U00179,C0313,D00298,2025-05-25 19:43:25,Tablet,HD,23.7,37.0,No,7.1
R006394,U01466,C0014,D02435,2025-11-04 01:22:13,Smart TV,Full HD,32.3,67.2,No,2.0
R006395,U00368,C0401,D00614,2025-09-12 13:45:02,Computador,HD,33.8,84.5,No,7.5
R006396,U00012,C0249,D00016,2025-12-02 18:26:24,Móvil,SD,33.6,65.8,No,14.1
R006397,U00901,C0107,D01482,2025-08-05 21:55:04,Computador,Full HD,34.9,69.8,No,6.7
R006398,U00771,C0411,D01266,2025-07-26 18:55:33,Computador,Full HD,74.5,88.7,No,10.6
R006399,U00023,C0387,D00038,2025-09-15 21:33:25,Smart TV,Full HD,110.2,88.9,No,9.5
R006400,U00782,C0311,D01287,2025-05-18 22:07:13,Tablet,4K,58.1,52.8,No,8.6
R006401,U01246,C0159,D02076,2025-01-05 11:10:05,Móvil,HD,21.6,23.0,No,20.9
R006402,U01063,C0039,D01769,2025-08-07 12:08:48,Smart TV,4K,133.3,88.9,No,11.9
R006403,U01121,C0044,D01866,2025-04-23 21:27:55,Smart TV,Full HD,23.1,74.6,No,2.0
R006404,U01205,C0069,D02005,2025-11-01 18:29:14,Móvil,Full HD,110.0,93.2,No,2.9
R006405,U00360,C0220,D00603,2025-10-24 19:55:45,Computador,HD,26.8,81.2,No,10.9
R006406,U00731,C0060,D01197,2025-09-08 13:31:29,Tablet,4K,96.8,75.0,No,18.7
R006407,U00433,C0369,D00717,2025-05-24 00:41:13,Smart TV,4K,55.0,100,No,4.1
R006408,U01346,C0280,D02238,2025-07-19 11:35:40,Smart TV,Full HD,88.0,98.9,No,11.7
R006409,U01191,C0014,D01983,2025-11-03 21:33:01,Móvil,HD,32.8,68.4,No,4.3
R006410,U00060,C0266,D00098,2025-05-26 19:04:24,Computador,Full HD,37.1,74.2,No,2.1
R006411,U00385,C0300,D00641,2025-06-05 10:24:59,Computador,Full HD,32.2,57.5,No,4.7
R006412,U00589,C0245,D00974,2025-12-25 08:31:36,Móvil,HD,67.9,43.8,No,19.5
R006413,U00932,C0107,D01538,2025-08-02 19:55:21,Computador,HD,28.6,57.1,No,2.6
R006414,U00593,C0385,D00981,2025-06-18 07:11:56,Tablet,Full HD,76.6,93.4,No,7.2
R006415,U01064,C0266,D01770,2025-11-24 21:45:09,Tablet,Full HD,50.0,100,No,3.5
R006416,U00131,C0346,D00218,2025-11-28 17:48:54,Tablet,HD,75.4,63.4,No,8.6
R006417,U00623,C0238,D01033,2025-10-07 19:06:44,Computador,HD,26.6,55.4,No,11.0
R006418,U01436,C0388,D02384,2025-12-29 05:53:45,Smart TV,Full HD,107.0,100,No,3.6
R006419,U01020,C0009,D01695,2025-04-27 16:49:55,Tablet,SD,65.0,100,No,5.8
R006420,U00147,C0410,D00244,2025-08-09 19:11:33,Computador,HD,81.1,82.8,No,2.9
R006421,U00949,C0150,D01569,2025-12-15 17:14:44,Tablet,Full HD,18.5,54.4,No,17.5
R006422,U01143,C0057,D01901,2025-08-05 10:21:11,Computador,HD,20.2,69.8,No,9.0
R006423,U00029,C0274,D00047,2025-06-17 20:47:45,Computador,Full HD,55.0,42.6,No,0
R006424,U01489,C0190,D02470,2025-12-26 21:46:31,Smart TV,Full HD,47.6,69.0,No,12.6
R006425,U00201,C0403,D00333,2025-09-23 17:59:00,Computador,HD,85.3,60.9,No,7.3
R006426,U00444,C0180,D00734,2025-09-08 22:06:28,Computador,Full HD,66.7,77.5,No,8.3
R006427,U01080,C0236,D01796,2025-06-14 21:59:58,Móvil,HD,72.8,73.5,No,15.2
R006428,U00904,C0090,D01488,2025-09-04 16:06:31,Computador,Full HD,31.7,60.9,No,1.1
R006429,U00200,C0183,D00332,2025-10-29 18:49:33,Smart TV,4K,48.0,100,No,13.7
R006430,U01011,C0116,D01680,2025-02-28 13:39:08,Tablet,4K,20.9,46.4,No,13.0
R006431,U01323,C0213,D02197,2025-11-06 01:20:46,Tablet,HD,54.0,60.7,No,9.1
R006432,U01142,C0016,D01899,2025-12-08 17:26:04,Smart TV,4K,32.9,56.8,No,15.4
R006433,U01098,C0346,D01825,2025-04-04 09:12:12,Móvil,Full HD,111.5,93.7,No,12.1
R006434,U00106,C0031,D00173,2025-03-20 15:47:11,Computador,Full HD,75.0,63.0,No,1.7
R006435,U01339,C0311,D02227,2025-12-19 22:14:03,Móvil,HD,62.1,56.5,No,7.3
R006436,U01316,C0101,D02187,2025-03-09 02:13:50,Computador,Full HD,20.5,60.4,No,9.5
R006437,U00445,C0278,D00736,2025-11-11 20:07:48,Smart TV,Full HD,31.4,69.8,No,6.6
R006438,U01110,C0096,D01847,2025-08-10 11:47:54,Móvil,SD,75.8,50.5,No,12.4
R006439,U00606,C0363,D01005,2025-10-17 14:34:54,Tablet,HD,27.9,64.8,No,6.8
R006440,U01442,C0004,D02394,2025-05-29 22:53:27,Computador,Full HD,76.1,77.7,No,7.4
R006441,U01029,C0109,D01710,2025-10-18 19:56:49,Smart TV,Full HD,32.1,94.3,No,7.7
R006442,U01416,C0010,D02353,2025-09-14 06:26:08,Tablet,Full HD,62.5,40.6,No,3.1
R006443,U01137,C0028,D01891,2025-06-09 14:27:11,Computador,HD,147.0,100,No,11.7
R006444,U00025,C0399,D00041,2025-01-01 21:12:25,Smart TV,HD,84.3,82.6,No,1.0
R006445,U00496,C0090,D00825,2025-09-16 21:47:49,Móvil,Full HD,31.2,60.0,No,13.1
R006446,U00514,C0281,D00851,2025-06-07 12:38:51,Smart TV,4K,49.0,100,No,8.1
R006447,U00352,C0246,D00591,2025-07-07 19:37:53,Computador,Full HD,90.2,66.8,No,11.7
R006448,U00287,C0063,D00480,2025-09-27 17:54:24,Computador,HD,76.1,76.1,No,3.4
R006449,U00720,C0029,D01176,2025-01-14 07:57:17,Smart TV,SD,110.3,93.5,No,9.1
R006450,U00018,C0408,D00029,2025-01-16 19:22:00,Consola,4K,116.0,89.9,No,2.7
R006451,U01086,C0343,D01804,2025-05-28 20:47:41,Móvil,HD,23.0,60.4,No,3.8
R006452,U00906,C0188,D01491,2025-07-18 02:15:55,Computador,HD,26.7,80.8,No,6.0
R006453,U01453,C0273,D02413,2025-10-19 22:52:10,Móvil,Full HD,38.3,70.9,No,4.7
R006454,U00465,C0357,D00768,2025-04-21 15:55:05,Móvil,Full HD,43.9,73.2,No,9.1
R006455,U01351,C0322,D02249,2025-03-19 12:29:29,Consola,SD,145.3,96.9,No,5.6
R006456,U00145,C0414,D00240,2025-12-23 20:21:04,Computador,Full HD,25.4,63.4,No,14.5
R006457,U00364,C0309,D00608,2025-10-10 19:47:16,Computador,Full HD,76.3,74.1,No,4.5
R006458,U01118,C0155,D01861,2025-11-08 12:32:06,Consola,HD,64.6,46.5,No,1.5
R006459,U00072,C0396,D00118,2025-03-04 17:07:26,Móvil,Full HD,71.2,86.8,No,16.5
R006460,U01205,C0294,D02005,2025-11-02 17:51:35,Móvil,Full HD,42.0,73.6,No,0.9
R006461,U01054,C0231,D01755,2025-12-12 19:22:17,Computador,4K,25.2,86.9,No,1.4
R006462,U00201,C0254,D00333,2025-06-04 19:53:24,Computador,Full HD,73.3,83.3,No,4.3
R006463,U01084,C0038,D01802,2025-12-17 20:41:13,Móvil,4K,130.0,90.9,No,8.1
R006464,U00615,C0204,D01023,2025-09-25 16:55:38,Móvil,HD,27.2,82.4,No,9.0
R006465,U00733,C0119,D01199,2025-03-13 18:35:07,Móvil,Full HD,23.5,69.2,No,9.9
R006466,U01333,C0348,D02216,2025-10-03 18:26:32,Consola,SD,84.0,100,No,6.9
R006467,U00524,C0380,D00868,2025-10-08 17:32:05,Computador,Full HD,75.8,82.4,No,0.2
R006468,U00835,C0035,D01367,2025-10-14 07:40:14,Smart TV,4K,17.6,58.7,No,11.5
R006469,U01449,C0354,D02406,2025-02-16 18:18:25,Móvil,Full HD,117.2,99.3,No,16.2
R006470,U00562,C0040,D00937,2025-09-12 10:55:26,Móvil,Full HD,84.0,100,No,6.8
R006471,U00157,C0257,D00265,2025-04-27 10:23:43,Smart TV,4K,64.9,79.2,No,5.3
R006472,U00893,C0404,D01469,2025-12-07 15:47:41,Computador,Full HD,63.9,65.9,No,4.5
R006473,U00307,C0186,D00521,2025-11-27 18:02:00,Móvil,HD,56.7,48.9,No,9.1
R006474,U01236,C0192,D02059,2025-07-26 22:56:24,Smart TV,Full HD,51.0,89.5,No,7.6
R006475,U00862,C0409,D01412,2025-09-06 19:22:37,Smart TV,Full HD,84.5,93.9,No,4.4
R006476,U00318,C0117,D00540,2025-07-02 21:41:31,Smart TV,Full HD,89.8,78.1,No,0
R006477,U00775,C0077,D01274,2025-11-01 12:20:46,Smart TV,4K,78.1,90.8,No,5.1
R006478,U00364,C0417,D00607,2025-12-29 05:45:07,Móvil,Full HD,112.2,92.0,No,4.0
R006479,U00380,C0188,D00634,2025-02-18 15:50:39,Computador,Full HD,26.2,79.3,No,3.8
R006480,U00666,C0062,D01100,2025-01-19 21:45:42,Computador,Full HD,20.9,59.7,No,12.8
R006481,U00599,C0018,D00991,2025-01-04 18:34:21,Smart TV,HD,51.9,98.0,No,8.7
R006482,U00827,C0275,D01355,2025-07-22 17:17:06,Smart TV,Full HD,103.4,76.6,No,10.4
R006483,U00286,C0113,D00478,2025-12-16 20:27:00,Smart TV,Full HD,19.2,33.1,No,5.3
R006484,U01477,C0115,D02450,2025-01-08 22:29:38,Computador,Full HD,66.2,61.9,No,9.2
R006485,U01198,C0217,D01994,2025-11-28 15:27:14,Computador,Full HD,54.6,50.6,No,2.0
R006486,U01449,C0341,D02406,2025-12-29 14:48:00,Móvil,HD,20.3,72.6,No,4.1
R006487,U01380,C0267,D02296,2025-11-01 20:08:23,Smart TV,SD,57.0,100,No,5.8
R006488,U00889,C0214,D01463,2025-08-18 19:59:02,Smart TV,Full HD,27.5,80.9,No,3.9
R006489,U01081,C0267,D01797,2025-02-01 20:32:32,Móvil,4K,23.6,41.4,No,11.7
R006490,U00552,C0389,D00919,2025-12-13 08:05:31,Computador,HD,130.5,99.6,No,4.8
R006491,U00432,C0065,D00716,2025-03-29 16:35:38,Móvil,HD,22.9,58.8,No,9.2
R006492,U01300,C0200,D02160,2025-05-28 15:58:33,Computador,HD,34.7,89.0,No,2.2
R006493,U00054,C0131,D00088,2025-06-19 16:36:13,Smart TV,HD,77.8,83.7,No,5.7
R006494,U01122,C0199,D01868,2025-02-21 16:23:11,Computador,HD,51.5,62.8,No,0
R006495,U00916,C0145,D01509,2025-02-07 17:05:14,Smart TV,Full HD,33.5,71.2,No,8.3
R006496,U00705,C0272,D01155,2025-11-16 17:44:06,Tablet,Full HD,27.3,65.0,No,10.5
R006497,U00463,C0313,D00765,2025-09-10 16:46:47,Smart TV,SD,58.3,91.1,No,2.2
R006498,U01348,C0380,D02243,2025-04-26 12:18:11,Smart TV,HD,44.3,48.1,No,0
R006499,U00048,C0374,D00077,2025-09-27 23:37:07,Móvil,HD,19.8,66.1,No,16.7
R006500,U00227,C0299,D00374,2025-01-07 03:21:26,Computador,4K,85.6,60.7,No,6.0
R006501,U00616,C0315,D01024,2025-01-08 20:40:53,Smart TV,HD,43.4,86.8,No,3.0
R006502,U01484,C0323,D02461,2025-08-23 15:07:23,Móvil,Full HD,51.3,95.0,No,13.1
R006503,U00250,C0277,D00420,2025-06-05 21:59:41,Móvil,Full HD,103.0,68.7,No,7.9
R006504,U01182,C0087,D01968,2025-03-20 18:50:04,Tablet,HD,54.1,60.8,No,17.2
R006505,U01446,C0301,D02402,2025-06-17 20:25:01,Tablet,HD,32.7,66.8,No,7.4
R006506,U01322,C0379,D02195,2025-10-20 11:25:47,Móvil,Full HD,28.0,62.2,No,13.8
R006507,U00763,C0384,D01249,2025-11-17 05:17:46,Tablet,Full HD,29.6,59.2,No,10.8
R006508,U00958,C0161,D01582,2025-12-30 19:27:59,Smart TV,4K,79.0,100,No,16.7
R006509,U00277,C0270,D00465,2025-11-17 16:19:01,Tablet,Full HD,51.9,69.2,No,4.4
R006510,U00710,C0076,D01162,2025-08-24 22:03:35,Tablet,Full HD,61.7,75.2,No,3.1
R006511,U00508,C0179,D00844,2025-07-14 21:04:51,Computador,4K,77.3,63.4,No,13.0
R006512,U00660,C0125,D01091,2025-10-06 20:49:47,Smart TV,HD,26.1,87.0,No,8.7
R006513,U00949,C0357,D01570,2025-12-15 21:23:59,Computador,Full HD,60.0,100,No,1.8
R006514,U00584,C0367,D00967,2025-01-17 22:47:11,Móvil,HD,25.6,73.0,No,12.5
R006515,U00490,C0268,D00813,2025-12-11 03:43:32,Smart TV,Full HD,30.4,87.0,No,8.3
R006516,U00397,C0348,D00655,2025-07-03 08:11:14,Tablet,HD,26.5,31.5,No,28.8
R006517,U01387,C0079,D02308,2025-08-25 16:06:26,Móvil,SD,42.8,43.2,No,12.6
R006518,U01428,C0039,D02373,2025-03-17 15:09:48,Móvil,Full HD,133.7,89.1,No,3.4
R006519,U00021,C0048,D00033,2025-11-23 19:39:56,Móvil,Full HD,7.6,18.2,Sí,13.7
R006520,U01133,C0408,D01885,2025-04-22 20:10:57,Tablet,Full HD,82.2,63.7,No,11.3
R006521,U00607,C0401,D01008,2025-03-10 17:16:21,Móvil,HD,29.2,73.0,No,11.5
R006522,U00923,C0270,D01522,2025-06-29 20:26:16,Tablet,4K,68.2,90.9,No,9.5
R006523,U00654,C0079,D01083,2025-01-07 14:28:21,Móvil,SD,90.7,91.6,No,11.6
R006524,U00372,C0245,D00621,2025-05-17 17:04:54,Computador,HD,56.6,36.5,No,1.9
R006525,U00423,C0294,D00702,2025-06-08 08:27:10,Smart TV,4K,47.9,84.0,No,10.5
R006526,U00346,C0235,D00582,2025-10-21 13:55:01,Smart TV,SD,100.1,80.7,No,0
R006527,U00685,C0205,D01126,2025-08-26 21:34:28,Móvil,HD,89.4,74.5,No,6.2
R006528,U00711,C0205,D01164,2025-12-04 18:21:13,Móvil,4K,55.2,46.0,No,6.2
R006529,U00438,C0193,D00724,2025-03-28 13:59:38,Computador,SD,22.2,67.4,No,4.6
R006530,U01149,C0044,D01909,2025-06-08 22:27:24,Computador,Full HD,24.8,80.0,No,4.2
R006531,U00677,C0071,D01116,2025-04-12 22:47:12,Smart TV,SD,117.0,100,No,7.1
R006532,U00432,C0117,D00716,2025-02-01 22:46:08,Móvil,HD,79.9,69.5,No,10.4
R006533,U01193,C0225,D01985,2025-08-20 06:40:33,Computador,Full HD,58.6,45.4,No,2.9
R006534,U00497,C0318,D00827,2025-12-16 22:28:34,Computador,Full HD,25.3,43.6,No,13.3
