calificacion_id,usuario_id,contenido_id,fecha_calificacion,puntuacion_1_5,recomendaria,categoria_comentario
K01143,U01318,C0056,2025-06-12 18:42:52,4,Sí,Contenido
K01144,U00474,C0058,2025-02-19 18:58:29,4,Sí,Experiencia general
K01145,U00474,C0148,2025-04-23 13:14:15,4,Sí,Historia
K01146,U00474,C0128,2025-04-19 21:30:10,4,Sí,Experiencia general
K01147,U00685,C0377,2025-04-09 18:20:55,5,Sí,Actuación
K01148,U01473,C0197,2025-03-27 11:54:45,4,Sí,Contenido
K01149,U01473,C0151,2025-12-26 07:30:39,4,Sí,Historia
K01150,U01488,C0039,2025-01-13 18:35:04,4,Sí,Historia
K01151,U01488,C0057,2025-06-15 09:17:11,5,Sí,Experiencia general
K01152,U01488,C0237,2025-07-01 17:54:15,4,Sí,Contenido
K01153,U01488,C0035,2025-05-03 20:58:22,4,Sí,Contenido
K01154,U01488,C0113,2025-12-15 00:07:56,4,Sí,Actuación
K01155,U01216,C0261,2025-06-08 08:56:24,3,No,Contenido
K01156,U01216,C0215,2025-04-14 21:19:50,3,No,Calidad técnica
K01157,U01216,C0075,2025-05-15 21:50:29,4,Sí,Actuación
K01158,U01216,C0047,2025-07-15 11:45:15,4,Sí,Historia
K01159,U01216,C0382,2025-05-07 22:58:32,4,Sí,Historia
K01160,U00827,C0334,2025-06-15 21:17:19,5,Sí,Historia
K01161,U00827,C0275,2025-07-26 17:17:06,4,Sí,Historia
K01162,U01202,C0315,2025-03-05 23:50:23,4,Sí,Historia
K01163,U00194,C0414,2025-04-04 23:49:52,3,No,Contenido
K01164,U00194,C0245,2025-12-14 00:52:43,4,Sí,Actuación
K01165,U00194,C0191,2025-11-04 11:56:02,4,Sí,Historia
K01166,U00194,C0236,2025-02-25 19:49:19,4,Sí,Experiencia general
K01167,U00463,C0111,2025-03-10 21:22:28,5,Sí,Contenido
K01168,U00463,C0370,2025-08-13 17:33:17,4,Sí,Calidad técnica
K01169,U00463,C0018,2025-07-20 03:44:56,4,Sí,Historia
K01170,U00463,C0390,2025-02-22 21:09:32,5,Sí,Contenido
K01171,U00463,C0149,2025-01-14 19:15:50,4,Sí,Historia
K01172,U01453,C0108,2025-07-12 22:55:56,4,Sí,Experiencia general
K01173,U00180,C0357,2025-09-08 20:48:32,4,Sí,Contenido
K01174,U00180,C0109,2025-12-25 18:12:52,4,Sí,Calidad técnica
K01175,U01015,C0176,2025-07-18 19:19:29,4,Sí,Calidad técnica
K01176,U01130,C0226,2025-01-08 13:17:56,5,Sí,Experiencia general
K01177,U01130,C0109,2025-01-14 17:57:35,3,No,Actuación
K01178,U01016,C0341,2025-11-21 17:14:13,4,Sí,Contenido
K01179,U01016,C0397,2025-10-01 23:02:18,4,Sí,Experiencia general
K01180,U01016,C0400,2025-09-06 12:23:20,5,Sí,Experiencia general
K01181,U00162,C0060,2025-12-07 17:17:12,3,No,Contenido
K01182,U01012,C0267,2025-10-31 18:44:34,3,No,Experiencia general
K01183,U00952,C0207,2025-06-06 16:05:59,3,No,Actuación
K01184,U00952,C0331,2025-06-16 22:48:38,5,Sí,Historia
K01185,U00952,C0082,2025-10-21 23:49:11,4,Sí,Calidad técnica
K01186,U00952,C0267,2025-11-02 21:53:23,4,Sí,Actuación
K01187,U00952,C0104,2025-05-27 16:43:09,3,No,Calidad técnica
K01188,U00466,C0285,2025-11-29 22:57:11,4,Sí,Historia
K01189,U00466,C0402,2025-01-24 15:19:33,5,Sí,Actuación
K01190,U00181,C0014,2025-05-18 17:19:48,4,Sí,Historia
K01191,U00181,C0090,2025-02-15 22:10:33,4,Sí,Actuación
K01192,U00181,C0269,2025-04-16 08:50:29,4,Sí,Historia
K01193,U00181,C0266,2025-07-24 21:03:02,4,Sí,Contenido
K01194,U01229,C0412,2025-08-11 21:48:21,4,Sí,Historia
K01195,U01229,C0184,2025-11-02 17:39:56,4,Sí,Experiencia general
K01196,U00267,C0348,2025-10-17 17:38:31,5,Sí,Calidad técnica
K01197,U00625,C0234,2025-12-23 13:12:22,4,Sí,Actuación
K01198,U00741,C0210,2025-05-05 15:29:15,4,Sí,Calidad técnica
K01199,U01056,C0396,2025-03-02 20:14:48,4,Sí,Contenido
K01200,U01056,C0125,2025-06-18 21:08:46,4,Sí,Historia
K01201,U01194,C0004,2025-12-09 15:17:48,3,No,Experiencia general
K01202,U01408,C0107,2025-10-20 20:40:30,3,No,Experiencia general
K01203,U01408,C0264,2025-08-27 18:14:55,4,Sí,Actuación
K01204,U01408,C0354,2025-08-27 16:45:56,3,No,Actuación
K01205,U01408,C0380,2025-10-18 16:43:17,4,Sí,Experiencia general
K01206,U01408,C0144,2025-09-10 13:58:02,4,Sí,Experiencia general
K01207,U01087,C0113,2025-10-06 17:47:13,4,Sí,Historia
K01208,U00788,C0108,2025-07-26 18:31:31,4,Sí,Experiencia general
K01209,U00788,C0335,2025-07-02 12:43:37,3,No,Contenido
K01210,U00788,C0292,2025-06-08 20:48:43,4,Sí,Contenido
K01211,U00788,C0301,2025-07-27 10:43:07,3,No,Experiencia general
K01212,U00788,C0096,2025-08-03 16:23:41,4,Sí,Contenido
K01213,U00585,C0272,2025-08-07 12:14:48,4,Sí,Contenido
K01214,U00585,C0290,2025-08-19 07:46:56,5,Sí,Contenido
K01215,U00585,C0111,2025-09-25 20:44:45,4,Sí,Experiencia general
K01216,U00585,C0368,2025-09-10 14:05:14,4,Sí,Calidad técnica
K01217,U00054,C0188,2025-08-13 16:26:49,4,Sí,Calidad técnica
K01218,U00054,C0131,2025-06-26 16:36:13,4,Sí,Experiencia general
K01219,U00054,C0229,2025-07-21 21:54:25,4,Sí,Experiencia general
K01220,U00054,C0063,2025-11-07 21:42:22,4,Sí,Actuación
K01221,U01443,C0289,2025-05-16 09:10:47,4,Sí,Calidad técnica
K01222,U00983,C0315,2025-07-18 17:22:01,4,Sí,Experiencia general
K01223,U00983,C0034,2025-05-18 19:15:24,3,No,Experiencia general
K01224,U00983,C0191,2025-08-08 03:46:34,3,No,Contenido
K01225,U00983,C0355,2025-01-05 18:50:05,4,Sí,Actuación
K01226,U00983,C0332,2025-06-25 21:17:43,4,Sí,Calidad técnica
K01227,U00565,C0176,2025-07-08 17:20:29,4,Sí,Contenido
K01228,U00565,C0150,2025-04-08 20:07:07,4,Sí,Historia
K01229,U00565,C0083,2025-11-20 18:59:52,5,Sí,Historia
K01230,U01409,C0352,2025-09-13 19:57:08,4,Sí,Contenido
K01231,U01409,C0278,2025-07-23 17:36:19,4,Sí,Contenido
K01232,U00356,C0086,2025-11-27 23:26:42,3,No,Historia
K01233,U00356,C0420,2025-04-01 15:30:11,4,Sí,Experiencia general
K01234,U00356,C0227,2025-11-23 19:03:01,4,Sí,Historia
K01235,U00356,C0218,2025-10-19 07:17:07,4,Sí,Historia
K01236,U00515,C0261,2025-04-02 19:49:57,4,Sí,Experiencia general
K01237,U00515,C0132,2025-04-23 21:56:28,4,Sí,Contenido
K01238,U00515,C0008,2025-09-24 21:56:07,4,Sí,Historia
K01239,U00515,C0241,2025-08-29 18:15:27,4,Sí,Experiencia general
K01240,U01447,C0161,2025-03-22 13:23:05,4,Sí,Contenido
K01241,U01447,C0057,2025-02-14 07:43:15,4,Sí,Experiencia general
K01242,U00320,C0270,2025-06-14 11:57:55,4,Sí,Historia
K01243,U01294,C0211,2025-11-29 17:58:35,5,Sí,Historia
K01244,U01072,C0395,2025-06-01 13:32:10,4,Sí,Actuación
K01245,U00722,C0085,2025-03-26 20:39:29,3,No,Historia
K01246,U00324,C0119,2025-03-23 07:59:00,5,Sí,Contenido
K01247,U01349,C0237,2025-10-23 20:48:32,4,Sí,Actuación
K01248,U01349,C0154,2025-03-04 20:38:56,4,Sí,Actuación
K01249,U00783,C0230,2025-04-28 11:12:09,3,No,Historia
K01250,U00772,C0061,2025-07-19 18:03:36,4,Sí,Contenido
K01251,U00772,C0088,2025-05-19 20:00:56,5,Sí,Contenido
K01252,U00772,C0401,2025-07-10 15:34:26,4,Sí,Contenido
K01253,U01183,C0384,2025-04-19 22:27:18,4,Sí,Actuación
K01254,U01183,C0256,2025-10-07 03:58:02,4,Sí,Experiencia general
K01255,U01183,C0344,2025-11-14 19:18:42,4,Sí,Experiencia general
K01256,U01183,C0411,2025-07-18 18:56:17,4,Sí,Contenido
K01257,U00781,C0202,2025-04-14 10:00:55,4,Sí,Historia
K01258,U01224,C0268,2025-08-15 14:11:36,3,No,Experiencia general
K01259,U00429,C0220,2025-03-12 11:29:16,4,Sí,Actuación
K01260,U00758,C0401,2025-06-24 18:06:34,4,Sí,Contenido
K01261,U00472,C0225,2025-02-13 17:03:18,3,No,Contenido
K01262,U00472,C0258,2025-02-15 22:05:41,4,Sí,Contenido
K01263,U00472,C0035,2025-08-15 21:34:57,4,Sí,Historia
K01264,U01110,C0071,2025-06-05 12:33:38,4,Sí,Contenido
K01265,U01110,C0091,2025-12-02 08:16:19,4,Sí,Historia
K01266,U00985,C0174,2025-04-07 14:13:19,5,Sí,Historia
K01267,U00985,C0137,2025-03-01 17:43:50,5,Sí,Contenido
K01268,U00985,C0125,2025-04-02 20:30:22,4,Sí,Experiencia general
K01269,U00993,C0048,2025-04-07 18:26:47,4,Sí,Historia
K01270,U01281,C0042,2025-06-10 18:37:08,4,Sí,Actuación
K01271,U01278,C0325,2025-09-21 23:20:27,4,Sí,Calidad técnica
K01272,U00644,C0341,2025-12-15 18:27:20,4,Sí,Historia
K01273,U00644,C0324,2025-09-17 11:22:40,4,Sí,Contenido
K01274,U00644,C0005,2025-10-23 21:18:02,4,Sí,Experiencia general
K01275,U00338,C0039,2025-12-12 05:45:18,4,Sí,Contenido
K01276,U00182,C0030,2025-05-07 18:31:51,4,Sí,Contenido
K01277,U00182,C0071,2025-09-25 22:23:04,4,Sí,Contenido
K01278,U00182,C0246,2025-05-22 20:27:05,4,Sí,Contenido
K01279,U00182,C0282,2025-04-23 22:35:26,4,Sí,Contenido
K01280,U00418,C0241,2025-06-12 15:53:08,4,Sí,Experiencia general
K01281,U00029,C0102,2025-03-01 10:46:02,4,Sí,Contenido
K01282,U00029,C0198,2025-08-01 15:30:15,4,Sí,Experiencia general
K01283,U00029,C0237,2025-04-29 00:10:21,4,Sí,Historia
K01284,U00029,C0310,2025-12-28 18:31:06,5,Sí,Experiencia general
K01285,U00665,C0062,2025-04-17 16:39:27,4,Sí,Historia
K01286,U01108,C0238,2025-02-07 20:33:22,4,Sí,Historia
K01287,U01108,C0143,2025-08-25 21:18:12,3,No,Contenido
K01288,U01108,C0117,2025-06-19 14:52:12,4,Sí,Experiencia general
K01289,U01108,C0218,2025-09-19 20:18:34,4,Sí,Calidad técnica
K01290,U01108,C0394,2025-03-13 21:33:08,4,Sí,Historia
K01291,U00348,C0070,2025-10-02 11:56:38,4,Sí,Experiencia general
K01292,U00348,C0387,2025-09-24 20:09:12,4,Sí,Experiencia general
K01293,U00348,C0099,2025-09-03 16:04:05,3,No,Actuación
K01294,U00714,C0410,2025-01-10 18:12:59,4,Sí,Contenido
K01295,U00714,C0097,2025-04-09 18:31:32,4,Sí,Contenido
K01296,U00733,C0053,2025-05-31 21:35:25,4,Sí,Experiencia general
K01297,U00733,C0265,2025-12-21 23:35:48,4,Sí,Actuación
K01298,U00733,C0214,2025-07-19 22:48:40,4,Sí,Historia
K01299,U00008,C0276,2025-03-16 16:19:53,3,No,Calidad técnica
K01300,U00008,C0010,2025-03-24 16:14:55,4,Sí,Historia
K01301,U00008,C0325,2025-03-05 21:16:04,4,Sí,Historia
K01302,U00476,C0395,2025-12-21 21:42:40,4,Sí,Historia
K01303,U00203,C0416,2025-02-22 21:30:23,4,Sí,Contenido
K01304,U00203,C0299,2025-03-13 23:21:19,4,Sí,Experiencia general
K01305,U00203,C0038,2025-06-12 15:59:58,3,No,Contenido
K01306,U00203,C0235,2025-07-18 22:12:47,4,Sí,Contenido
K01307,U00203,C0004,2025-08-29 20:55:32,4,Sí,Actuación
K01308,U01120,C0079,2025-05-30 10:27:36,4,Sí,Calidad técnica
K01309,U01120,C0400,2025-07-13 12:17:34,5,Sí,Actuación
K01310,U01120,C0242,2025-08-18 11:09:58,4,Sí,Historia
K01311,U00359,C0018,2025-10-22 18:03:41,3,No,Contenido
K01312,U00416,C0117,2025-10-07 01:43:06,4,Sí,Historia
K01313,U00765,C0414,2025-07-06 17:03:49,4,Sí,Contenido
K01314,U00765,C0385,2025-06-22 18:47:35,4,Sí,Experiencia general
K01315,U00366,C0095,2025-08-18 07:44:50,4,Sí,Actuación
K01316,U00366,C0111,2025-05-04 06:05:41,4,Sí,Historia
K01317,U00366,C0096,2025-01-02 22:53:53,4,Sí,Actuación
K01318,U00366,C0409,2025-07-14 12:11:12,4,Sí,Contenido
K01319,U00366,C0244,2025-03-12 16:21:22,4,Sí,Experiencia general
K01320,U00873,C0208,2025-12-11 23:37:19,4,Sí,Calidad técnica
K01321,U00873,C0346,2025-12-31 23:59:59,4,Sí,Experiencia general
K01322,U01099,C0373,2025-08-13 18:08:57,4,Sí,Contenido
K01323,U01099,C0249,2025-04-15 14:31:53,4,Sí,Historia
K01324,U01156,C0312,2025-12-31 23:59:59,4,Sí,Contenido
K01325,U00201,C0403,2025-09-25 17:59:00,4,Sí,Actuación
K01326,U00965,C0169,2025-06-15 21:18:18,4,Sí,Historia
K01327,U00965,C0056,2025-08-23 20:31:41,4,Sí,Contenido
K01328,U00965,C0022,2025-06-25 22:28:35,4,Sí,Contenido
K01329,U00965,C0189,2025-05-31 11:53:12,4,Sí,Historia
K01330,U01407,C0210,2025-06-18 22:10:22,4,Sí,Contenido
K01331,U01094,C0159,2025-03-04 22:40:27,4,Sí,Historia
K01332,U01094,C0034,2025-08-10 05:31:07,4,Sí,Calidad técnica
K01333,U01153,C0285,2025-12-01 21:05:01,4,Sí,Calidad técnica
K01334,U01153,C0260,2025-03-12 22:05:39,5,Sí,Actuación
K01335,U00465,C0046,2025-09-20 22:18:38,4,Sí,Historia
K01336,U00465,C0386,2025-09-27 07:33:29,4,Sí,Contenido
K01337,U01140,C0013,2025-12-08 19:40:58,4,Sí,Contenido
K01338,U01140,C0188,2025-02-04 16:26:31,3,No,Historia
K01339,U01140,C0094,2025-07-15 10:26:46,4,Sí,Experiencia general
K01340,U01140,C0299,2025-07-02 21:37:46,4,Sí,Actuación
K01341,U00636,C0070,2025-10-25 13:34:46,4,Sí,Actuación
K01342,U00636,C0201,2025-04-05 00:58:40,4,Sí,Calidad técnica
K01343,U00647,C0119,2025-12-11 16:16:07,4,Sí,Historia
K01344,U00647,C0375,2025-11-28 14:57:05,4,Sí,Calidad técnica
K01345,U00468,C0348,2025-06-20 19:52:20,4,Sí,Experiencia general
K01346,U00468,C0004,2025-06-02 11:45:11,4,Sí,Contenido
K01347,U01123,C0004,2025-06-25 13:20:43,4,Sí,Actuación
K01348,U01123,C0389,2025-08-04 11:53:15,4,Sí,Experiencia general
K01349,U00555,C0349,2025-03-24 21:11:36,3,No,Calidad técnica
K01350,U00555,C0006,2025-01-21 17:20:02,4,Sí,Contenido
K01351,U00555,C0223,2025-02-12 19:10:12,4,Sí,Historia
K01352,U00555,C0389,2025-03-17 00:35:20,4,Sí,Historia
K01353,U00555,C0211,2025-02-09 19:10:32,4,Sí,Historia
K01354,U01321,C0057,2025-01-04 18:51:26,5,Sí,Actuación
K01355,U01321,C0038,2025-03-19 19:50:29,5,Sí,Actuación
K01356,U00661,C0268,2025-04-07 12:28:29,4,Sí,Contenido
K01357,U00661,C0359,2025-07-11 20:49:49,4,Sí,Historia
K01358,U00661,C0038,2025-01-17 14:01:33,4,Sí,Experiencia general
K01359,U01171,C0341,2025-05-06 12:00:25,4,Sí,Experiencia general
K01360,U01171,C0353,2025-03-10 23:46:29,4,Sí,Actuación
K01361,U00387,C0074,2025-10-27 19:44:35,4,Sí,Contenido
K01362,U00387,C0171,2025-09-14 13:31:37,4,Sí,Actuación
K01363,U00387,C0051,2025-01-12 21:21:43,4,Sí,Actuación
K01364,U00387,C0065,2025-08-11 22:44:13,3,No,Contenido
K01365,U00955,C0218,2025-02-09 18:34:57,4,Sí,Contenido
K01366,U01086,C0069,2025-04-25 19:08:30,4,Sí,Contenido
K01367,U01086,C0267,2025-08-17 23:03:30,3,No,Experiencia general
K01368,U01086,C0299,2025-03-17 19:25:01,4,Sí,Historia
K01369,U01086,C0357,2025-07-30 21:48:15,3,No,Experiencia general
K01370,U00923,C0373,2025-04-06 12:38:56,4,Sí,Experiencia general
K01371,U00923,C0333,2025-09-20 07:50:38,4,Sí,Historia
K01372,U01077,C0379,2025-08-19 19:12:07,4,Sí,Experiencia general
K01373,U00745,C0222,2025-01-08 01:09:31,4,Sí,Contenido
K01374,U00745,C0368,2025-01-11 20:09:23,3,No,Experiencia general
K01375,U00732,C0191,2025-08-13 19:12:13,4,Sí,Historia
K01376,U00541,C0231,2025-11-08 15:50:15,3,No,Historia
K01377,U00541,C0195,2025-03-04 23:27:01,4,Sí,Contenido
K01378,U00541,C0225,2025-10-18 15:13:17,3,No,Experiencia general
K01379,U00541,C0012,2025-03-24 07:19:54,4,Sí,Historia
K01380,U00541,C0218,2025-10-12 19:53:30,3,No,Contenido
K01381,U00943,C0019,2025-08-01 15:22:57,3,No,Contenido
K01382,U00943,C0219,2025-07-02 19:17:27,4,Sí,Experiencia general
K01383,U00943,C0214,2025-07-08 00:05:23,4,Sí,Calidad técnica
K01384,U00943,C0190,2025-07-28 00:41:50,4,Sí,Experiencia general
K01385,U00213,C0305,2025-10-03 14:27:24,4,Sí,Historia
K01386,U00556,C0304,2025-10-05 22:03:50,4,Sí,Actuación
K01387,U00556,C0344,2025-12-16 11:19:14,4,Sí,Contenido
K01388,U00273,C0312,2025-12-03 08:35:04,3,No,Historia
K01389,U00273,C0247,2025-07-05 16:19:21,4,Sí,Contenido
K01390,U01367,C0207,2025-05-11 20:40:09,4,Sí,Historia
K01391,U01367,C0287,2025-03-04 21:12:41,4,Sí,Historia
K01392,U01367,C0314,2025-09-07 19:06:40,5,Sí,Experiencia general
K01393,U00454,C0177,2025-05-18 18:59:07,4,Sí,Experiencia general
K01394,U00454,C0061,2025-06-29 19:44:14,4,Sí,Contenido
K01395,U00454,C0204,2025-03-01 06:53:42,4,Sí,Contenido
K01396,U00454,C0315,2025-06-14 01:19:57,4,Sí,Historia
K01397,U00454,C0027,2025-06-24 19:24:00,4,Sí,Contenido
K01398,U01152,C0308,2025-11-29 14:02:55,4,Sí,Contenido
K01399,U01152,C0248,2025-06-11 21:11:15,4,Sí,Experiencia general
K01400,U01152,C0307,2025-08-04 06:04:52,4,Sí,Calidad técnica
K01401,U01226,C0107,2025-05-27 18:20:09,4,Sí,Calidad técnica
K01402,U01226,C0329,2025-01-26 19:05:35,4,Sí,Actuación
K01403,U01226,C0388,2025-02-16 12:05:06,4,Sí,Contenido
K01404,U01199,C0046,2025-07-04 16:18:21,3,No,Contenido
K01405,U01199,C0384,2025-10-03 06:04:50,5,Sí,Contenido
K01406,U01199,C0304,2025-08-14 21:21:27,3,No,Experiencia general
K01407,U00885,C0253,2025-12-04 15:59:11,4,Sí,Historia
K01408,U01234,C0291,2025-09-23 16:43:06,4,Sí,Historia
K01409,U01234,C0397,2025-10-29 06:50:51,4,Sí,Contenido
K01410,U01234,C0169,2025-12-31 17:41:50,4,Sí,Contenido
K01411,U01275,C0135,2025-12-01 12:47:43,4,Sí,Historia
K01412,U00010,C0346,2025-12-03 07:13:53,4,Sí,Contenido
K01413,U00642,C0237,2025-05-12 21:37:15,4,Sí,Contenido
K01414,U00414,C0238,2025-08-23 22:18:35,4,Sí,Experiencia general
K01415,U00414,C0243,2025-12-06 05:26:33,4,Sí,Contenido
K01416,U00414,C0005,2025-12-19 18:39:44,4,Sí,Historia
K01417,U01074,C0146,2025-04-11 13:24:48,4,Sí,Experiencia general
K01418,U01364,C0376,2025-01-27 18:38:24,5,Sí,Actuación
K01419,U01364,C0107,2025-11-19 20:02:38,4,Sí,Contenido
K01420,U00692,C0077,2025-11-29 18:42:50,4,Sí,Actuación
K01421,U00692,C0184,2025-11-12 18:52:58,5,Sí,Historia
K01422,U00692,C0293,2025-12-21 14:28:56,4,Sí,Historia
K01423,U00692,C0181,2025-08-07 22:15:37,4,Sí,Actuación
K01424,U00244,C0350,2025-12-06 17:46:28,3,No,Historia
K01425,U00244,C0106,2025-11-17 18:28:40,5,Sí,Historia
K01426,U01495,C0374,2025-03-16 10:05:18,5,Sí,Experiencia general
K01427,U01495,C0218,2025-05-25 09:33:07,4,Sí,Experiencia general
K01428,U01495,C0138,2025-02-03 20:21:31,4,Sí,Experiencia general
K01429,U01062,C0308,2025-06-06 12:17:06,3,No,Actuación
K01430,U00548,C0399,2025-04-20 20:59:56,4,Sí,Contenido
K01431,U00548,C0282,2025-05-06 14:19:46,4,Sí,Historia
K01432,U01220,C0037,2025-12-16 10:25:50,4,Sí,Historia
K01433,U00124,C0042,2025-05-30 11:05:22,3,No,Historia
K01434,U00124,C0142,2025-10-11 21:34:35,5,Sí,Historia
K01435,U00243,C0408,2025-02-25 22:58:58,4,Sí,Historia
K01436,U00243,C0117,2025-12-18 19:56:10,4,Sí,Contenido
K01437,U00243,C0247,2025-08-09 21:27:43,4,Sí,Experiencia general
K01438,U00243,C0370,2025-02-11 19:41:06,4,Sí,Historia
K01439,U00452,C0185,2025-03-31 12:18:22,4,Sí,Contenido
K01440,U00452,C0402,2025-04-02 19:26:15,4,Sí,Experiencia general
K01441,U00155,C0329,2025-07-31 15:13:48,4,Sí,Experiencia general
K01442,U00155,C0393,2025-11-12 20:52:01,4,Sí,Experiencia general
K01443,U00155,C0062,2025-12-30 20:07:31,4,Sí,Contenido
K01444,U00289,C0238,2025-05-28 20:42:47,4,Sí,Calidad técnica
K01445,U00289,C0134,2025-12-30 18:16:04,5,Sí,Contenido
K01446,U00672,C0375,2025-12-11 15:42:43,3,No,Experiencia general
K01447,U00672,C0048,2025-11-10 13:58:36,4,Sí,Contenido
K01448,U00672,C0174,2025-11-25 21:52:08,3,No,Calidad técnica
K01449,U00776,C0046,2025-12-03 21:01:05,5,Sí,Contenido
K01450,U00776,C0009,2025-10-09 13:03:46,4,Sí,Experiencia general
K01451,U00776,C0267,2025-07-21 13:16:26,4,Sí,Contenido
K01452,U00122,C0086,2025-06-12 22:44:13,4,Sí,Experiencia general
K01453,U00122,C0273,2025-11-27 07:58:46,4,Sí,Contenido
K01454,U01307,C0163,2025-06-28 21:48:22,4,Sí,Experiencia general
K01455,U01307,C0030,2025-10-24 19:47:33,4,Sí,Experiencia general
K01456,U01307,C0413,2025-09-07 22:08:36,4,Sí,Experiencia general
K01457,U01307,C0373,2025-10-13 23:52:08,3,No,Experiencia general
K01458,U01307,C0173,2025-11-30 19:09:09,4,Sí,Calidad técnica
K01459,U00771,C0018,2025-01-09 08:44:56,4,Sí,Actuación
K01460,U00771,C0377,2025-07-17 11:06:20,3,No,Experiencia general
K01461,U00858,C0401,2025-12-17 19:53:45,4,Sí,Historia
K01462,U00858,C0212,2025-01-07 11:02:52,4,Sí,Experiencia general
K01463,U00858,C0185,2025-11-29 08:06:25,4,Sí,Experiencia general
K01464,U00858,C0167,2025-04-24 21:25:59,4,Sí,Contenido
K01465,U01103,C0395,2025-02-19 18:43:58,5,Sí,Historia
K01466,U00851,C0299,2025-05-30 18:38:38,4,Sí,Contenido
K01467,U01274,C0010,2025-05-14 11:16:45,4,Sí,Historia
K01468,U01274,C0210,2025-06-03 20:32:26,4,Sí,Historia
K01469,U00164,C0065,2025-01-24 16:31:26,5,Sí,Calidad técnica
K01470,U00164,C0091,2025-06-22 13:28:25,5,Sí,Contenido
K01471,U00164,C0042,2025-02-23 21:30:24,4,Sí,Historia
K01472,U00528,C0109,2025-02-16 11:23:38,4,Sí,Historia
K01473,U00528,C0178,2025-07-20 06:41:53,4,Sí,Experiencia general
K01474,U00528,C0373,2025-11-05 20:58:49,4,Sí,Experiencia general
K01475,U00528,C0105,2025-03-20 22:43:39,5,Sí,Contenido
K01476,U00528,C0395,2025-07-05 22:53:48,4,Sí,Historia
K01477,U01018,C0276,2025-08-13 18:40:55,3,No,Experiencia general
K01478,U01018,C0153,2025-10-15 21:45:45,4,Sí,Contenido
K01479,U01018,C0285,2025-08-18 19:27:22,4,Sí,Contenido
K01480,U01018,C0197,2025-07-11 21:39:21,3,No,Historia
K01481,U00167,C0278,2025-05-21 11:52:16,4,Sí,Historia
K01482,U00167,C0260,2025-07-19 03:25:36,4,Sí,Experiencia general
K01483,U01107,C0339,2025-10-14 13:45:31,4,Sí,Experiencia general
K01484,U01107,C0036,2025-10-28 11:15:42,4,Sí,Contenido
K01485,U01107,C0139,2025-11-25 21:03:47,4,Sí,Contenido
K01486,U01107,C0295,2025-12-20 09:33:33,4,Sí,Calidad técnica
K01487,U01107,C0119,2025-11-16 20:17:11,4,Sí,Calidad técnica
K01488,U00207,C0308,2025-09-18 21:23:19,4,Sí,Experiencia general
K01489,U00207,C0365,2025-11-08 21:24:36,5,Sí,Experiencia general
K01490,U00263,C0299,2025-02-24 18:41:29,3,No,Contenido
K01491,U00263,C0357,2025-06-08 21:51:05,4,Sí,Contenido
K01492,U00263,C0306,2025-06-18 21:57:35,5,Sí,Historia
K01493,U00939,C0226,2025-10-02 11:08:05,4,Sí,Experiencia general
K01494,U00939,C0037,2025-04-01 13:37:02,3,No,Experiencia general
K01495,U00939,C0042,2025-09-07 10:14:05,4,Sí,Contenido
K01496,U01468,C0055,2025-07-16 10:57:29,4,Sí,Contenido
K01497,U01192,C0239,2025-08-29 22:01:54,5,Sí,Historia
K01498,U01192,C0193,2025-11-05 10:05:25,3,No,Actuación
K01499,U00852,C0096,2025-01-20 21:25:34,5,Sí,Calidad técnica
K01500,U00852,C0341,2025-03-11 15:18:40,4,Sí,Calidad técnica
K01501,U01302,C0101,2025-08-27 13:45:31,4,Sí,Experiencia general
K01502,U01302,C0239,2025-09-11 11:14:42,4,Sí,Experiencia general
K01503,U00876,C0392,2025-03-02 07:00:51,3,No,Experiencia general
K01504,U00876,C0251,2025-07-27 14:54:13,4,Sí,Contenido
K01505,U00876,C0329,2025-09-04 21:17:06,3,No,Calidad técnica
K01506,U01384,C0001,2025-10-27 23:02:08,4,Sí,Contenido
K01507,U01384,C0154,2025-05-01 20:01:11,4,Sí,Calidad técnica
K01508,U01384,C0074,2025-09-25 21:33:56,4,Sí,Actuación
K01509,U00663,C0202,2025-04-07 23:49:54,4,Sí,Actuación
K01510,U00236,C0111,2025-12-24 14:38:03,4,Sí,Experiencia general
